location,date,stringency_index,reproduction_rate,new_deaths_smoothed_per_million,weekly_icu_admissions_per_million,people_vaccinated_per_hundred,human_development_index,%_of_mixed_sentiments,%_of_negative_sentiments,%_of_neutral_sentiments,%_of_positive_sentiments
Norway,12/1/2022,51.85,1.42,0.601,-,78.71,0.957,1.041666667,48.95833333,40.625,9.375
United Kingdom,12/1/2022,48.61,0.88,3.621,"",76.28,0.932,1.093928696,51.7328825,40.85326438,6.319924419
Australia,12/1/2022,40.28,1.54,1.219,-,80.33,0.944,0.754992694,51.75353142,41.45153434,6.039941549
Taiwan,12/1/2022,20.37,1.36,0,"",78.86,"",1.612903226,17.74193548,77.41935484,3.225806452
Hong Kong,12/1/2022,65.74,"",0,-,67.12,0.949,34.74178404,63.38028169,1.877934272,0.00E+00
China,12/1/2022,79.17,1.01,0,-,"",0.761,1.27388535,37.57961783,57.32484076,3.821656051
Brazil,12/1/2022,61.57,2.04,0.659,-,77.93,0.765,0.757575758,39.39393939,50.75757576,9.090909091
France,12/1/2022,69.44,1.31,3.172,35.819,79.26,0.901,1.185770751,40.71146245,52.70092227,5.401844532
New Zealand,12/1/2022,62.96,1.06,0.028,-,77.69,0.931,1.524390244,39.32926829,45.42682927,13.7195122
South Korea,12/1/2022,45.37,0.97,0.899,"",86.76,0.916,3.225806452,25.80645161,59.67741935,11.29032258
Japan,12/1/2022,47.22,2.56,0.016,-,80.25,0.919,2.857142857,28.97959184,62.44897959,5.714285714
India,12/1/2022,72.69,2.01,0.221,-,64.5,0.645,0.67781944,28.33862129,59.02797808,11.95558119
Canada,12/1/2022,78.24,0.98,3.239,-,83.95,0.929,0.770585645,47.66622633,45.59665346,5.966534566
South Africa,12/1/2022,41.67,0.67,1.708,"","",0.709,0.402414487,40.34205231,52.81690141,6.438631791
Egypt,12/1/2022,43.52,1.13,0.245,-,"",0.707,28.57142857,57.14285714,14.28571429,0.00E+00
Argentina,12/1/2022,35.19,1.47,1.015,-,86.59,0.845,30.70175439,58.77192982,10.52631579,0.00E+00
Singapore,7/1/2022,50,1.44,0.183,"",87.94,0.938,0.69124424,29.26267281,62.44239631,7.603686636
United States,7/1/2022,53.24,1.47,4.959,"",74.11,0.926,1.059358962,43.02314322,49.23404667,6.683451147
Italy,7/1/2022,76.85,1.45,3.065,15.306,80.82,0.892,0.88691796,38.80266075,55.21064302,5.099778271
Germany,7/1/2022,84.26,1.32,2.907,16.984,74.06,0.947,1.102629347,34.18150975,57.2519084,7.463952502
Norway,7/1/2022,51.85,1.34,1.176,-,78.62,0.957,0.636942675,38.21656051,51.59235669,9.554140127
United Kingdom,7/1/2022,48.61,1.07,2.35,"",76.12,0.932,0.847782722,49.82737456,42.97989873,6.344943993
Australia,7/1/2022,45.83,1.98,0.465,-,79.56,0.944,0.775040727,50.34309128,43.49607543,5.385792566
Taiwan,7/1/2022,20.37,1.4,0,"",78.67,"",0.564971751,42.93785311,54.23728814,2.259887006
Hong Kong,7/1/2022,62.04,"",0,-,66,0.949,0.157977883,50.39494471,46.44549763,3.001579779
China,7/1/2022,79.17,1.09,0,-,87.4,0.761,1.777777778,32.22222222,62.22222222,3.777777778
Brazil,7/1/2022,61.57,2.38,0.326,-,"",0.765,0.421940928,32.06751055,60.33755274,7.172995781
France,7/1/2022,72.22,1.45,3.106,33.728,79.04,0.901,0.621118012,40.99378882,53.33850932,5.046583851
New Zealand,7/1/2022,62.96,1.03,0,-,77.58,0.931,1.818181818,35.86206897,55.36050157,6.959247649
South Korea,7/1/2022,45.37,0.81,1.005,"",86.6,0.916,3.521126761,30.98591549,61.97183099,3.521126761
Japan,7/1/2022,47.22,4.34,0.008,-,"",0.919,0.755667506,29.09319899,63.7279597,6.423173804
India,7/1/2022,72.69,2.68,0.203,-,63.13,0.645,0.312284973,26.32721114,62.57873286,10.78177103
Canada,7/1/2022,78.24,1.19,2.233,-,83.67,0.929,0.874726648,43.71290222,48.5004686,6.91190253
South Africa,7/1/2022,49.07,0.74,1.323,"",31.91,0.709,3.262092238,32.50843645,57.93025872,6.299212598
Egypt,7/1/2022,43.52,1.04,0.215,-,"",0.707,40.11299435,50.28248588,9.604519774,0.00E+00
Argentina,7/1/2022,35.19,1.87,0.811,-,85.98,0.845,0.966183575,30.43478261,58.45410628,10.14492754
Singapore,9/1/2022,50,1.52,0.236,"",88.3,0.938,1.123595506,29.21348315,62.54681648,7.116104869
United States,9/1/2022,53.24,1.39,5.231,"",74.24,0.926,1.127569528,42.1070133,50.23579202,6.529625151
Italy,9/1/2022,76.85,1.43,3.294,16.25,81.06,0.892,1.063829787,38.29787234,52.65957447,7.978723404
Germany,9/1/2022,84.26,1.34,3.102,15.959,74.13,0.947,0.858369099,34.7639485,56.86695279,7.510729614
Norway,9/1/2022,51.85,1.36,1.176,5.962,78.63,0.957,2.53164557,41.7721519,45.56962025,10.12658228
United Kingdom,9/1/2022,48.61,0.98,2.74,"",76.2,0.932,0.767263427,44.52563634,48.47156254,6.235537693
Australia,9/1/2022,45.83,1.78,0.67,-,79.61,0.944,0.840925018,52.49552285,40.48119598,6.182356147
Taiwan,9/1/2022,20.37,1.39,0,"","","",1.19047619,15.47619048,77.38095238,5.952380952
Hong Kong,9/1/2022,62.04,"",0,-,66.36,0.949,0.784313725,43.92156863,50.19607843,5.098039216
China,9/1/2022,79.17,1.07,0,-,"",0.761,1.672240803,37.79264214,55.51839465,5.016722408
Brazil,9/1/2022,61.57,2.2,0.567,-,77.86,0.765,1.234567901,33.95061728,55.55555556,9.259259259
France,9/1/2022,69.44,1.4,3.172,35.152,79.1,0.901,0.621118012,37.47412008,55.90062112,6.004140787
New Zealand,9/1/2022,62.96,1.05,0,-,77.61,0.931,1.229508197,39.59016393,52.70491803,6.475409836
South Korea,9/1/2022,45.37,0.91,0.95,"",86.64,0.916,26.85185185,54.62962963,18.51851852,0.00E+00
Japan,9/1/2022,47.22,3.19,0.009,-,"",0.919,1.470588235,30.46218487,61.97478992,6.092436975
India,9/1/2022,72.69,2.4,0.209,-,63.6,0.645,0.627503338,25.71428571,64.93991989,8.718291055
Canada,9/1/2022,78.24,1.12,2.526,-,83.76,0.929,0.942655145,47.60408484,44.95068517,6.502574845
South Africa,9/1/2022,49.07,0.72,1.604,"",31.93,0.709,0.846023689,35.19458545,57.8680203,6.091370558
Egypt,9/1/2022,43.52,1.08,0.229,-,"",0.707,2.380952381,28.57142857,61.9047619,7.142857143
Argentina,9/1/2022,35.19,1.71,0.902,-,86.11,0.845,1.863354037,33.54037267,59.00621118,5.590062112
Singapore,20/2/2022,60.19,1.3,1.257,13.936,91.21,0.938,1.261261261,26.66666667,66.12612613,5.945945946
United States,20/2/2022,58.8,0.54,6.627,"",76.4,0.926,0.809811828,46.31384409,46.76915323,6.10719086
Italy,20/2/2022,76.85,0.76,4.671,7.885,83.79,0.892,0.686813187,37.5,55.63186813,6.181318681
Germany,20/2/2022,84.26,0.97,2.282,19.13,75.59,0.947,0.823723229,40.63701263,52.2789676,6.26029654
Norway,20/2/2022,11.11,0.88,0.915,7.08,79.19,0.957,0.833333333,40.83333333,50,8.333333333
United Kingdom,20/2/2022,29.63,0.71,2.122,"",77.08,0.932,0.905969168,45.67290129,46.08570176,7.335427778
Australia,20/2/2022,51.39,0.98,1.8,-,85.23,0.944,1.021689976,47.69282305,45.64106859,5.64441839
Taiwan,20/2/2022,27.78,1.04,0.006,"",80.86,"",1.149425287,29.88505747,60.34482759,8.620689655
Hong Kong,20/2/2022,71.3,"",1.305,-,77.85,0.949,0.642673522,34.06169666,58.7403599,6.555269923
China,20/2/2022,64.35,2.21,0,-,"",0.761,0.886524823,32.9787234,57.44680851,8.687943262
Brazil,20/2/2022,69.91,0.79,3.951,-,82.35,0.765,27.76699029,63.10679612,9.126213592,0.00E+00
France,20/2/2022,69.44,0.67,3.795,21.165,80,0.901,0.947158524,36.34097707,55.03489531,7.676969093
New Zealand,20/2/2022,62.04,2.31,0,-,82.78,0.931,1.257283042,46.39681079,46.76479607,5.581110089
South Korea,20/2/2022,46.3,1.57,0.969,"",87.38,0.916,0.806451613,22.98387097,69.75806452,6.451612903
Japan,20/2/2022,47.22,0.96,1.669,-,80.61,0.919,0.621118012,28.21650399,64.418811,6.743566992
India,20/2/2022,71.76,0.35,0.318,-,69.08,0.645,0.435052828,30.00828672,61.0109799,8.545680547
Canada,20/2/2022,76.39,0.75,1.587,-,85.43,0.929,1.005851347,44.71202669,46.74307268,7.539049277
South Africa,20/2/2022,37.96,0.88,3.983,"",33.54,0.709,0.558659218,32.74602492,60.80790718,5.887408681
Egypt,20/2/2022,43.52,0.96,0.63,-,"",0.707,0.357142857,28.92857143,61.07142857,9.642857143
Argentina,20/2/2022,35.19,0.59,3.75,-,89.09,0.845,25.25252525,68.35016835,6.397306397,0.00E+00
Singapore,5/2/2022,60.19,1.53,0.314,"",90.61,0.938,2.166064982,26.1732852,60.10830325,11.55234657
United States,5/2/2022,58.8,0.6,7.477,"",75.95,0.926,0.75332743,49.49052016,43.74499304,6.011159365
Italy,5/2/2022,76.85,0.74,6.219,12.109,83.43,0.892,1.226993865,39.26380368,50.06134969,9.447852761
Germany,5/2/2022,84.26,1.22,1.72,18.653,75.37,0.947,0.727883539,39.13773796,51.67973124,8.454647256
Norway,5/2/2022,25,1.06,0.732,-,79.08,0.957,0.716845878,43.01075269,48.02867384,8.243727599
United Kingdom,5/2/2022,42.13,0.94,3.173,"",76.87,0.932,0.866757308,43.30954,48.29481079,7.52889191
Australia,5/2/2022,55.56,0.71,2.67,-,84.55,0.944,0.756339908,48.88773543,43.60077117,6.755153493
Taiwan,5/2/2022,27.78,1.03,0,"","","",0.888888889,31.11111111,55.55555556,12.44444444
Hong Kong,5/2/2022,65.74,"",0,-,71.48,0.949,0.381679389,32.82442748,60.8778626,5.916030534
China,5/2/2022,64.35,1.77,0,-,"",0.761,0.766283525,42.52873563,49.80842912,6.896551724
Brazil,5/2/2022,61.57,1,3.488,-,80.43,0.765,1.244813278,31.95020747,56.84647303,9.958506224
France,5/2/2022,69.44,0.78,4.07,32.719,79.87,0.901,0.452744765,40.86021505,51.66949632,7.01754386
New Zealand,5/2/2022,62.04,1.72,0.028,-,82.03,0.931,1.000476417,44.4973797,46.97474988,7.527393997
South Korea,5/2/2022,48.15,1.89,0.393,2.592,87.19,0.916,0.689655172,20.68965517,64.82758621,13.79310345
Japan,5/2/2022,47.22,1.27,0.611,-,"",0.919,0.992282249,30.65049614,60.97023153,7.386990077
India,5/2/2022,81.94,0.56,0.809,-,68.2,0.645,0.497752087,31.80796403,58.33333333,9.360950546
Canada,5/2/2022,76.39,0.74,2.837,-,85.11,0.929,0.913227063,48.74144873,42.29321462,8.052109587
South Africa,5/2/2022,41.67,0.94,2.17,"","",0.709,0.499772831,41.7537483,51.7946388,5.951840073
Egypt,5/2/2022,43.52,1.13,0.426,-,"",0.707,0.71942446,35.25179856,52.51798561,11.51079137
Argentina,5/2/2022,35.19,0.58,5.475,-,88.41,0.845,0.295857988,28.99408284,64.20118343,6.50887574
Singapore,3/2/2022,60.19,1.47,0.262,"",90.52,0.938,0.912408759,24.81751825,63.68613139,10.58394161
United States,3/2/2022,58.8,0.6,7.596,"",75.87,0.926,0.81367152,45.57020215,46.96884374,6.64728259
Italy,3/2/2022,76.85,0.74,6.094,12.54,83.32,0.892,0.861141012,40.47362756,51.77610334,6.889128095
Germany,3/2/2022,84.26,1.25,1.737,17.616,75.32,0.947,0.891181989,35.69418386,56.75422139,6.660412758
Norway,3/2/2022,25,1.08,0.732,-,79.07,0.957,0.892857143,35.71428571,55.05952381,8.333333333
United Kingdom,3/2/2022,42.13,1.12,3.295,"",76.82,0.932,0.811688312,47.03306562,45.61261107,6.542634997
Australia,3/2/2022,55.56,0.7,3.302,-,84.39,0.944,0.75950802,46.18828997,45.33809443,7.714107578
Taiwan,3/2/2022,27.78,1.04,0,"","","",1.463414634,32.68292683,60.97560976,4.87804878
Hong Kong,3/2/2022,65.74,"",0,-,71.09,0.949,0.458715596,27.52293578,64.22018349,7.798165138
China,3/2/2022,64.35,1.41,0,-,"",0.761,0.295857988,41.71597633,51.03550296,6.952662722
Brazil,3/2/2022,61.57,1.08,3.278,-,80.01,0.765,0.352733686,35.27336861,57.14285714,7.231040564
France,3/2/2022,69.44,0.82,3.892,30.984,79.83,0.901,0.738347946,36.64051684,56.66820489,5.952930318
New Zealand,3/2/2022,62.04,1.67,0.028,-,81.82,0.931,1.40439323,42.41987757,46.52502701,9.650702197
South Korea,3/2/2022,50.93,1.72,0.44,"",87.15,0.916,1.393728223,19.86062718,69.68641115,9.059233449
Japan,3/2/2022,47.22,1.26,0.46,-,80.42,0.919,1.252236136,28.17531306,63.68515206,6.887298748
India,3/2/2022,81.94,0.63,0.792,-,67.99,0.645,0.381811871,30.35652303,60.77254921,8.489115882
Canada,3/2/2022,78.24,0.73,2.987,-,85.05,0.929,0.749542962,45.35953687,47.61730652,6.27361365
South Africa,3/2/2022,41.67,0.86,2.127,"",32.84,0.709,0.866377874,31.52282572,57.21426191,10.39653449
Egypt,3/2/2022,43.52,1.17,0.389,-,"",0.707,0.967741935,32.25806452,60,6.774193548
Argentina,3/2/2022,35.19,0.58,5.638,-,88.31,0.845,1.424501425,27.63532764,64.38746439,6.552706553
Singapore,27/2/2022,60.19,1.11,1.624,15.219,91.43,0.938,2.307692308,30.51282051,58.46153846,8.717948718
United States,27/2/2022,58.8,0.63,5.219,"",76.56,0.926,0.761055271,45.2816792,48.37249551,5.584770019
Italy,27/2/2022,76.85,0.78,3.718,6.659,83.86,0.892,1.041666667,44.16666667,46.875,7.916666667
Germany,27/2/2022,84.26,0.96,2.389,18.677,75.66,0.947,0.660308144,43.43360235,49.7432135,6.162876009
Norway,27/2/2022,11.11,0.84,1.307,7.452,79.21,0.957,1.913875598,40.19138756,54.54545455,3.349282297
United Kingdom,27/2/2022,29.63,0.93,1.355,"",77.16,0.932,0.87214298,42.70922839,50.35229421,6.066334422
Australia,27/2/2022,51.39,1.06,1.341,-,85.49,0.944,0.951831555,42.60167292,49.22122873,7.225266801
Taiwan,27/2/2022,27.78,1.05,0.006,"","","",0.833333333,25,63.33333333,10.83333333
Hong Kong,27/2/2022,71.3,"",7.017,-,81.21,0.949,0.508474576,35.08474576,60,4.406779661
China,27/2/2022,64.35,2.26,0,-,"",0.761,0.675675676,39.41441441,55.40540541,4.504504505
Brazil,27/2/2022,69.91,0.67,3.234,-,82.98,0.765,1.056338028,37.67605634,53.16901408,8.098591549
France,27/2/2022,69.44,0.74,3.263,14.461,80.03,0.901,0.486618005,41.68694242,48.41849148,9.407948094
New Zealand,27/2/2022,62.04,2.3,0.084,-,83.08,0.931,0.888281517,42.3983601,48.41134267,8.302015716
South Korea,27/2/2022,46.3,1.38,1.693,"",87.46,0.916,1.123595506,29.7752809,59.5505618,9.550561798
Japan,27/2/2022,47.22,0.96,1.842,-,80.69,0.919,0.753012048,37.95180723,54.81927711,6.475903614
India,27/2/2022,71.76,0.35,0.178,-,69.29,0.645,0.561510975,31.76365493,57.27411945,10.40071465
Canada,27/2/2022,68.98,0.88,1.317,-,85.55,0.929,0.76508926,47.67639558,46.86880136,4.6897138
South Africa,27/2/2022,37.96,0.83,1.337,"",33.87,0.709,0.49833887,43.68770764,50.27685493,5.53709856
Egypt,27/2/2022,43.52,0.82,0.395,-,"",0.707,1.129943503,40.11299435,50.28248588,8.474576271
Argentina,27/2/2022,35.19,0.58,2.638,-,89.36,0.845,2.53164557,32.91139241,55.2742616,9.282700422
Singapore,1/2/2022,60.19,1.44,0.21,"",90.41,0.938,1.572327044,26.25786164,60.6918239,11.47798742
United States,1/2/2022,58.8,0.63,7.761,"",75.79,0.926,0.79714098,43.42414357,49.61868605,6.160029392
Italy,1/2/2022,76.85,0.76,6.11,13.352,83.22,0.892,0.832562442,35.43015726,56.52173913,7.215541166
Germany,1/2/2022,84.26,1.29,1.727,16.46,75.25,0.947,0.744416873,36.02150538,54.92142266,8.312655087
Norway,1/2/2022,25,1.11,0.627,-,79.01,0.957,1.288659794,35.30927835,55.15463918,8.24742268
United Kingdom,1/2/2022,42.13,1.4,"","",76.79,0.932,0.757951406,42.72331232,49.89905787,6.619678402
Australia,1/2/2022,55.56,0.73,3.357,-,84.19,0.944,0.796729217,50.58182199,43.17014362,5.451305168
Taiwan,1/2/2022,27.78,1.05,0,"","","",1.276595745,27.65957447,60,11.06382979
Hong Kong,1/2/2022,65.74,"",0,-,70.98,0.949,1.133786848,30.83900227,56.6893424,11.33786848
China,1/2/2022,64.35,1.23,0,-,"",0.761,0.44709389,39.49329359,54.09836066,5.961251863
Brazil,1/2/2022,61.57,1.11,2.822,-,79.72,0.765,0.577200577,32.75613276,60.02886003,6.637806638
France,1/2/2022,69.44,0.88,3.861,30.702,79.8,0.901,0.934199838,35.2965069,56.94557271,6.823720552
New Zealand,1/2/2022,62.04,1.62,0.028,-,81.58,0.931,1.937716263,39.44636678,49.03114187,9.584775087
South Korea,1/2/2022,50.93,1.52,0.465,"",87.13,0.916,2.135231317,25.26690391,56.22775801,16.37010676
Japan,1/2/2022,47.22,1.38,0.357,-,80.4,0.919,1.148482363,32.64971288,58.24446267,7.957342084
India,1/2/2022,81.94,0.72,0.702,-,67.8,0.645,0.656150871,31.37357146,52.63546691,15.33481076
Canada,1/2/2022,78.24,0.74,3.246,-,84.99,0.929,0.839395635,43.8193974,49.13556976,6.205637204
South Africa,1/2/2022,41.67,0.87,2.12,"","",0.709,0.586450961,31.1627907,63.35692619,4.893832154
Egypt,1/2/2022,43.52,1.22,0.345,-,"",0.707,1.272264631,28.49872774,62.59541985,7.633587786
Argentina,1/2/2022,35.19,0.61,5.67,-,88.17,0.845,1.187648456,29.21615202,62.47030879,7.125890736
Singapore,9/2/2022,60.19,1.5,0.576,"",90.79,0.938,0.905797101,23.36956522,68.65942029,7.065217391
United States,9/2/2022,58.8,0.55,7.448,"",76.08,0.926,0.726270728,45.89184668,48.48201545,4.899867146
Italy,9/2/2022,76.85,0.68,6.096,11.215,83.57,0.892,0.434782609,39.23913043,53.91304348,6.413043478
Germany,9/2/2022,84.26,1.11,1.779,20.131,75.44,0.947,1.371074746,36.178682,53.86996904,8.580274215
Norway,9/2/2022,25,1.03,1.176,"",79.12,0.957,0.277777778,41.66666667,50,8.055555556
United Kingdom,9/2/2022,42.13,0.78,3.242,"",76.93,0.932,0.87085387,48.22665512,44.10217131,6.800319702
Australia,9/2/2022,55.56,0.72,2.41,-,84.79,0.944,0.995964626,42.13960677,50.03005066,6.834377951
Taiwan,9/2/2022,27.78,1.03,0,"",80.38,"",0.432900433,30.73593074,59.74025974,9.090909091
Hong Kong,9/2/2022,65.74,"",0.038,-,72.76,0.949,0.236686391,28.75739645,67.10059172,3.905325444
China,9/2/2022,64.35,2.25,0,-,"",0.761,0.586166471,41.14888628,52.28604924,5.978898007
Brazil,9/2/2022,61.57,0.89,4.086,-,80.84,0.765,1.364522417,32.35867446,58.67446394,7.602339181
France,9/2/2022,69.44,0.7,4.293,29.471,79.91,0.901,0.548523207,40.67510549,51.30801688,7.46835443
New Zealand,9/2/2022,62.04,1.9,0,-,82.21,0.931,1.58362302,41.5218231,48.47431441,8.420239475
South Korea,9/2/2022,46.3,1.65,0.42,"",87.23,0.916,23.88059701,67.53731343,8.582089552,0.00E+00
Japan,9/2/2022,47.22,1.05,0.919,-,80.51,0.919,0.783289817,30.20017406,62.48912097,6.527415144
India,9/2/2022,75.46,0.44,0.773,-,68.48,0.645,0.421376497,30.02474751,61.36713263,8.186743362
Canada,9/2/2022,76.39,0.73,2.552,-,85.21,0.929,0.780088396,46.71772206,46.78289916,5.719290384
South Africa,9/2/2022,41.67,0.96,2.472,"",33.09,0.709,0.858232676,38.58868404,53.01970757,7.533375715
Egypt,9/2/2022,43.52,1.04,0.514,-,37.71,0.707,0.909090909,32.72727273,60.60606061,5.757575758
Argentina,9/2/2022,35.19,0.53,5.043,-,88.64,0.845,0.297619048,32.14285714,57.73809524,9.821428571
Singapore,4/1/2022,50,1.43,0.183,"",87.63,0.938,1.041666667,35.41666667,55.20833333,8.333333333
United States,4/1/2022,53.24,1.63,4.067,"",73.76,0.926,0.877848338,44.94770265,46.11038476,8.064064251
Italy,4/1/2022,76.85,1.69,2.579,14.478,80.49,0.892,38.97058824,41.17647059,19.85294118,0.00E+00
Germany,4/1/2022,84.26,1.22,3.021,16.901,73.86,0.947,1.587301587,38.49206349,49.20634921,10.71428571
Norway,4/1/2022,51.85,1.31,1.281,-,78.52,0.957,5.128205128,43.58974359,38.46153846,12.82051282
United Kingdom,4/1/2022,48.61,1.18,1.908,"",76.01,0.932,0.710659898,47.49238579,43.83756345,7.959390863
Australia,4/1/2022,40.28,2.17,0.443,-,79.4,0.944,0.852951211,47.20232003,43.50051177,8.444216991
Taiwan,4/1/2022,20.37,1.39,0,"",78.53,"",41.17647059,47.05882353,11.76470588,0.00E+00
Hong Kong,4/1/2022,55.56,"",0,-,65.24,0.949,41.50943396,52.83018868,5.660377358,0.00E+00
China,4/1/2022,79.17,1.15,0,-,"",0.761,0.909090909,42.72727273,51.81818182,4.545454545
Brazil,4/1/2022,61.57,2.09,0.451,-,77.77,0.765,0.869565217,39.13043478,53.91304348,6.086956522
France,4/1/2022,72.22,1.5,2.918,31.028,78.85,0.901,0.970873786,39.48220065,51.77993528,7.766990291
New Zealand,4/1/2022,62.96,0.99,0,-,77.5,0.931,0.970873786,30.58252427,59.46601942,8.980582524
South Korea,4/1/2022,45.37,0.79,1.27,"",86.47,0.916,29.26829268,56.09756098,14.63414634,0.00E+00
Japan,4/1/2022,47.22,3.35,0.009,-,"",0.919,1.234567901,34.1563786,57.20164609,7.407407407
India,4/1/2022,72.69,2.68,0.201,-,61.56,0.645,0.476758045,38.33929281,51.68851808,9.495431069
Canada,4/1/2022,78.24,1.32,1.539,-,83.48,0.929,0.651019359,44.23505225,44.86893952,10.24498886
South Africa,4/1/2022,49.07,0.75,1.42,"",31.75,0.709,54.42176871,40.81632653,4.761904762,0.00E+00
Egypt,4/1/2022,43.52,0.98,0.232,-,33.9,0.707,38.59649123,52.63157895,8.771929825,0.00E+00
Argentina,4/1/2022,44.44,2,0.655,-,85.38,0.845,1.098901099,40.65934066,49.45054945,8.791208791
Singapore,5/1/2022,50,1.45,0.21,"",87.66,0.938,0.980392157,28.10457516,61.11111111,9.803921569
United States,5/1/2022,53.24,1.56,3.992,"",73.88,0.926,0.74935081,49.63274391,43.74180784,5.87609744
Italy,5/1/2022,76.85,1.66,2.804,14.577,80.61,0.892,0.955414013,36.94267516,54.77707006,7.324840764
Germany,5/1/2022,84.26,1.3,2.905,16.698,73.93,0.947,0.760456274,40.81115336,49.55640051,8.871989861
Norway,5/1/2022,51.85,1.33,1.15,-,78.56,0.957,1.369863014,40.4109589,49.31506849,8.904109589
United Kingdom,5/1/2022,48.61,1.15,2.505,"",76.05,0.932,0.737680732,46.94600177,45.17556801,7.140749484
Australia,5/1/2022,40.28,2.11,0.432,-,79.45,0.944,1.196627686,46.20614631,45.54664128,7.050584716
Taiwan,5/1/2022,20.37,1.39,0,"",78.57,"",0.67114094,37.58389262,54.36241611,7.382550336
Hong Kong,5/1/2022,55.56,"",0,-,65.48,0.949,0.367647059,30.88235294,60.29411765,8.455882353
China,5/1/2022,79.17,1.14,0,-,"",0.761,1.259445844,37.78337531,55.16372796,5.793450882
Brazil,5/1/2022,61.57,2.21,0.373,-,77.79,0.765,1.960784314,37.25490196,50.98039216,9.803921569
France,5/1/2022,72.22,1.49,3.049,31.518,78.91,0.901,0.67643743,34.16009019,59.41375423,5.749718151
New Zealand,5/1/2022,62.96,1,0,-,77.53,0.931,1.320132013,38.94389439,52.55775578,7.178217822
South Korea,5/1/2022,45.37,0.78,1.203,"",86.51,0.916,1.149425287,32.18390805,58.62068966,8.045977011
Japan,5/1/2022,47.22,4.17,0.006,-,"",0.919,1.397205589,32.53493014,58.28343313,7.784431138
India,5/1/2022,72.69,2.77,0.207,-,62.04,0.645,0.519827714,34.96212684,56.23050646,8.287538987
Canada,5/1/2022,78.24,1.27,1.824,-,83.54,0.929,0.731060952,47.17170794,46.0294252,6.067805903
South Africa,5/1/2022,49.07,0.76,1.489,"","",0.709,0.890688259,38.3805668,53.52226721,7.206477733
Egypt,5/1/2022,43.52,0.99,0.23,-,"",0.707,37.5,53.90625,8.59375,0.00E+00
Argentina,5/1/2022,44.44,1.99,0.736,-,85.57,0.845,0.641025641,36.53846154,57.05128205,5.769230769
Singapore,6/2/2022,60.19,1.6,0.367,"",90.66,0.938,1.619433198,26.11336032,63.96761134,8.299595142
United States,6/2/2022,58.8,0.6,7.472,"",75.97,0.926,1.079672375,50.0232688,42.77581286,6.121245967
Italy,6/2/2022,76.85,0.75,6.205,12.275,83.46,0.892,1.71875,42.1875,50.15625,5.9375
Germany,6/2/2022,84.26,1.2,1.689,19.118,75.38,0.947,0.932711526,39.17388408,49.56695536,10.32644903
Norway,6/2/2022,25,1.05,0.732,3.912,79.08,0.957,1.530612245,42.34693878,47.44897959,8.673469388
United Kingdom,6/2/2022,42.13,0.87,3.15,"",76.88,0.932,1.235675137,44.22853347,46.25145325,8.28433815
Australia,6/2/2022,55.56,0.73,2.703,-,84.59,0.944,0.937752627,49.06224737,43.47615198,6.523848019
Taiwan,6/2/2022,27.78,1.03,0,"",80.19,"",1.639344262,48.63387978,41.53005464,8.196721311
Hong Kong,6/2/2022,65.74,"",0,-,71.61,0.949,0.610997963,34.62321792,59.06313646,5.702647658
China,6/2/2022,64.35,1.93,0,-,"",0.761,0.563909774,42.48120301,51.5037594,5.45112782
Brazil,6/2/2022,61.57,0.97,3.581,-,80.46,0.765,0.653594771,32.24400871,56.42701525,10.67538126
France,6/2/2022,69.44,0.76,4.075,32.586,79.87,0.901,1.336005344,37.2745491,52.30460922,9.084836339
New Zealand,6/2/2022,62.04,1.74,0,-,82.07,0.931,1.363636364,42.37373737,46.11111111,10.15151515
South Korea,6/2/2022,48.15,1.81,0.365,"",87.19,0.916,1.27388535,32.48407643,58.59872611,7.643312102
Japan,6/2/2022,47.22,1.26,0.654,-,80.46,0.919,1.236093943,34.11619283,57.47836836,7.16934487
India,6/2/2022,81.94,0.53,0.802,-,68.27,0.645,0.63789247,32.45795709,57.79140088,9.112749565
Canada,6/2/2022,76.39,0.74,2.863,-,85.11,0.929,1.018099548,49.8244656,42.62365424,6.533780621
South Africa,6/2/2022,41.67,0.92,1.934,"",32.91,0.709,1.014415376,40.46983449,52.00213561,6.513614522
Egypt,6/2/2022,43.52,1.11,0.455,-,37.56,0.707,0.456621005,42.46575342,47.48858447,9.589041096
Argentina,6/2/2022,35.19,0.57,5.313,-,88.43,0.845,1.02739726,30.1369863,56.16438356,12.67123288
Singapore,16/1/2022,50,1.66,0.131,"",89.2,0.938,0.487804878,31.2195122,60.97560976,7.317073171
United States,16/1/2022,53.24,1.06,6.116,"",74.86,0.926,0.881850085,45.70922943,45.3852845,8.023635982
Italy,16/1/2022,76.85,1.14,4.889,16.83,81.97,0.892,1.149425287,34.48275862,42.91187739,21.4559387
Germany,16/1/2022,84.26,1.39,2.796,13.004,74.55,0.947,1.075268817,37.99283154,48.56630824,12.3655914
Norway,16/1/2022,48.15,1.43,0.81,3.353,78.77,0.957,2.298850575,48.27586207,37.93103448,11.49425287
United Kingdom,16/1/2022,48.61,0.84,3.848,"",76.41,0.932,0.856164384,47.53424658,43.33047945,8.279109589
Australia,16/1/2022,45.83,1.13,1.69,-,81.19,0.944,0.985177151,46.89985539,43.23029646,8.884671005
Taiwan,16/1/2022,20.37,1.27,0.006,"",79.09,"",30.76923077,58.97435897,10.25641026,0.00E+00
